Median Rent % Income,County,State Code,County Code,State
25.4,"Autauga County, Alabama",01,001,AL
27.7,"Baldwin County, Alabama",01,003,AL
25.2,"Barbour County, Alabama",01,005,AL
33.5,"Bibb County, Alabama",01,007,AL
30.2,"Blount County, Alabama",01,009,AL
42.8,"Bullock County, Alabama",01,011,AL
28.8,"Butler County, Alabama",01,013,AL
27.9,"Calhoun County, Alabama",01,015,AL
22.6,"Chambers County, Alabama",01,017,AL
26.5,"Cherokee County, Alabama",01,019,AL
21.6,"Chilton County, Alabama",01,021,AL
24.9,"Choctaw County, Alabama",01,023,AL
32.8,"Clarke County, Alabama",01,025,AL
22.9,"Clay County, Alabama",01,027,AL
27.9,"Cleburne County, Alabama",01,029,AL
25.8,"Coffee County, Alabama",01,031,AL
28.4,"Colbert County, Alabama",01,033,AL
34.1,"Conecuh County, Alabama",01,035,AL
35.5,"Coosa County, Alabama",01,037,AL
29.7,"Covington County, Alabama",01,039,AL
23.1,"Crenshaw County, Alabama",01,041,AL
24.7,"Cullman County, Alabama",01,043,AL
24.7,"Dale County, Alabama",01,045,AL
36.3,"Dallas County, Alabama",01,047,AL
26.9,"DeKalb County, Alabama",01,049,AL
27.3,"Elmore County, Alabama",01,051,AL
29.0,"Escambia County, Alabama",01,053,AL
30.0,"Etowah County, Alabama",01,055,AL
26.7,"Fayette County, Alabama",01,057,AL
22.4,"Franklin County, Alabama",01,059,AL
27.3,"Geneva County, Alabama",01,061,AL
25.4,"Greene County, Alabama",01,063,AL
31.0,"Hale County, Alabama",01,065,AL
28.7,"Henry County, Alabama",01,067,AL
27.9,"Houston County, Alabama",01,069,AL
27.4,"Jackson County, Alabama",01,071,AL
31.8,"Jefferson County, Alabama",01,073,AL
31.9,"Lamar County, Alabama",01,075,AL
26.3,"Lauderdale County, Alabama",01,077,AL
21.8,"Lawrence County, Alabama",01,079,AL
34.9,"Lee County, Alabama",01,081,AL
24.0,"Limestone County, Alabama",01,083,AL
35.4,"Lowndes County, Alabama",01,085,AL
33.4,"Macon County, Alabama",01,087,AL
27.6,"Madison County, Alabama",01,089,AL
32.7,"Marengo County, Alabama",01,091,AL
27.9,"Marion County, Alabama",01,093,AL
27.1,"Marshall County, Alabama",01,095,AL
32.2,"Mobile County, Alabama",01,097,AL
28.0,"Monroe County, Alabama",01,099,AL
30.9,"Montgomery County, Alabama",01,101,AL
27.7,"Morgan County, Alabama",01,103,AL
26.9,"Perry County, Alabama",01,105,AL
30.4,"Pickens County, Alabama",01,107,AL
33.0,"Pike County, Alabama",01,109,AL
28.2,"Randolph County, Alabama",01,111,AL
30.8,"Russell County, Alabama",01,113,AL
26.4,"St. Clair County, Alabama",01,115,AL
29.5,"Shelby County, Alabama",01,117,AL
41.6,"Sumter County, Alabama",01,119,AL
26.6,"Talladega County, Alabama",01,121,AL
25.4,"Tallapoosa County, Alabama",01,123,AL
31.9,"Tuscaloosa County, Alabama",01,125,AL
26.8,"Walker County, Alabama",01,127,AL
25.1,"Washington County, Alabama",01,129,AL
30.6,"Wilcox County, Alabama",01,131,AL
28.0,"Winston County, Alabama",01,133,AL
21.0,"Aleutians East Borough, Alaska",02,013,AK
21.4,"Aleutians West Census Area, Alaska",02,016,AK
29.1,"Anchorage Municipality, Alaska",02,020,AK
19.2,"Bethel Census Area, Alaska",02,050,AK
12.4,"Bristol Bay Borough, Alaska",02,060,AK
27.6,"Chugach Census Area, Alaska",02,063,AK
17.9,"Copper River Census Area, Alaska",02,066,AK
26.9,"Denali Borough, Alaska",02,068,AK
22.3,"Dillingham Census Area, Alaska",02,070,AK
29.1,"Fairbanks North Star Borough, Alaska",02,090,AK
27.0,"Haines Borough, Alaska",02,100,AK
23.6,"Hoonah-Angoon Census Area, Alaska",02,105,AK
24.8,"Juneau City and Borough, Alaska",02,110,AK
29.2,"Kenai Peninsula Borough, Alaska",02,122,AK
29.8,"Ketchikan Gateway Borough, Alaska",02,130,AK
25.7,"Kodiak Island Borough, Alaska",02,150,AK
17.0,"Kusilvak Census Area, Alaska",02,158,AK
18.3,"Lake and Peninsula Borough, Alaska",02,164,AK
31.3,"Matanuska-Susitna Borough, Alaska",02,170,AK
19.7,"Nome Census Area, Alaska",02,180,AK
18.5,"North Slope Borough, Alaska",02,185,AK
19.1,"Northwest Arctic Borough, Alaska",02,188,AK
29.3,"Petersburg Borough, Alaska",02,195,AK
23.8,"Prince of Wales-Hyder Census Area, Alaska",02,198,AK
29.9,"Sitka City and Borough, Alaska",02,220,AK
19.5,"Skagway Municipality, Alaska",02,230,AK
22.9,"Southeast Fairbanks Census Area, Alaska",02,240,AK
24.6,"Wrangell City and Borough, Alaska",02,275,AK
14.3,"Yakutat City and Borough, Alaska",02,282,AK
17.1,"Yukon-Koyukuk Census Area, Alaska",02,290,AK
16.5,"Apache County, Arizona",04,001,AZ
28.4,"Cochise County, Arizona",04,003,AZ
31.3,"Coconino County, Arizona",04,005,AZ
27.7,"Gila County, Arizona",04,007,AZ
23.0,"Graham County, Arizona",04,009,AZ
9.0,"Greenlee County, Arizona",04,011,AZ
18.7,"La Paz County, Arizona",04,012,AZ
30.6,"Maricopa County, Arizona",04,013,AZ
29.7,"Mohave County, Arizona",04,015,AZ
22.5,"Navajo County, Arizona",04,017,AZ
31.2,"Pima County, Arizona",04,019,AZ
28.4,"Pinal County, Arizona",04,021,AZ
27.8,"Santa Cruz County, Arizona",04,023,AZ
28.4,"Yavapai County, Arizona",04,025,AZ
28.3,"Yuma County, Arizona",04,027,AZ
26.7,"Arkansas County, Arkansas",05,001,AR
28.3,"Ashley County, Arkansas",05,003,AR
30.5,"Baxter County, Arkansas",05,005,AR
22.8,"Benton County, Arkansas",05,007,AR
24.8,"Boone County, Arkansas",05,009,AR
25.8,"Bradley County, Arkansas",05,011,AR
21.2,"Calhoun County, Arkansas",05,013,AR
28.5,"Carroll County, Arkansas",05,015,AR
23.5,"Chicot County, Arkansas",05,017,AR
27.7,"Clark County, Arkansas",05,019,AR
23.5,"Clay County, Arkansas",05,021,AR
26.7,"Cleburne County, Arkansas",05,023,AR
30.7,"Cleveland County, Arkansas",05,025,AR
26.1,"Columbia County, Arkansas",05,027,AR
33.3,"Conway County, Arkansas",05,029,AR
31.0,"Craighead County, Arkansas",05,031,AR
27.3,"Crawford County, Arkansas",05,033,AR
30.5,"Crittenden County, Arkansas",05,035,AR
28.6,"Cross County, Arkansas",05,037,AR
22.8,"Dallas County, Arkansas",05,039,AR
28.8,"Desha County, Arkansas",05,041,AR
26.4,"Drew County, Arkansas",05,043,AR
28.3,"Faulkner County, Arkansas",05,045,AR
24.6,"Franklin County, Arkansas",05,047,AR
35.4,"Fulton County, Arkansas",05,049,AR
26.8,"Garland County, Arkansas",05,051,AR
30.9,"Grant County, Arkansas",05,053,AR
28.8,"Greene County, Arkansas",05,055,AR
30.7,"Hempstead County, Arkansas",05,057,AR
24.9,"Hot Spring County, Arkansas",05,059,AR
31.8,"Howard County, Arkansas",05,061,AR
26.3,"Independence County, Arkansas",05,063,AR
27.1,"Izard County, Arkansas",05,065,AR
28.2,"Jackson County, Arkansas",05,067,AR
29.2,"Jefferson County, Arkansas",05,069,AR
29.4,"Johnson County, Arkansas",05,071,AR
28.5,"Lafayette County, Arkansas",05,073,AR
27.4,"Lawrence County, Arkansas",05,075,AR
39.8,"Lee County, Arkansas",05,077,AR
21.5,"Lincoln County, Arkansas",05,079,AR
31.5,"Little River County, Arkansas",05,081,AR
21.3,"Logan County, Arkansas",05,083,AR
24.3,"Lonoke County, Arkansas",05,085,AR
23.4,"Madison County, Arkansas",05,087,AR
24.9,"Marion County, Arkansas",05,089,AR
31.4,"Miller County, Arkansas",05,091,AR
25.0,"Mississippi County, Arkansas",05,093,AR
28.0,"Monroe County, Arkansas",05,095,AR
30.1,"Montgomery County, Arkansas",05,097,AR
40.9,"Nevada County, Arkansas",05,099,AR
30.7,"Newton County, Arkansas",05,101,AR
28.5,"Ouachita County, Arkansas",05,103,AR
25.9,"Perry County, Arkansas",05,105,AR
37.9,"Phillips County, Arkansas",05,107,AR
33.2,"Pike County, Arkansas",05,109,AR
28.5,"Poinsett County, Arkansas",05,111,AR
24.9,"Polk County, Arkansas",05,113,AR
28.7,"Pope County, Arkansas",05,115,AR
24.7,"Prairie County, Arkansas",05,117,AR
29.1,"Pulaski County, Arkansas",05,119,AR
26.6,"Randolph County, Arkansas",05,121,AR
31.9,"St. Francis County, Arkansas",05,123,AR
25.5,"Saline County, Arkansas",05,125,AR
27.6,"Scott County, Arkansas",05,127,AR
29.8,"Searcy County, Arkansas",05,129,AR
25.5,"Sebastian County, Arkansas",05,131,AR
23.8,"Sevier County, Arkansas",05,133,AR
24.6,"Sharp County, Arkansas",05,135,AR
28.1,"Stone County, Arkansas",05,137,AR
27.9,"Union County, Arkansas",05,139,AR
32.3,"Van Buren County, Arkansas",05,141,AR
27.2,"Washington County, Arkansas",05,143,AR
30.0,"White County, Arkansas",05,145,AR
24.2,"Woodruff County, Arkansas",05,147,AR
24.3,"Yell County, Arkansas",05,149,AR
29.9,"Alameda County, California",06,001,CA
20.0,"Alpine County, California",06,003,CA
29.6,"Amador County, California",06,005,CA
35.1,"Butte County, California",06,007,CA
33.1,"Calaveras County, California",06,009,CA
27.3,"Colusa County, California",06,011,CA
32.7,"Contra Costa County, California",06,013,CA
30.7,"Del Norte County, California",06,015,CA
33.0,"El Dorado County, California",06,017,CA
32.7,"Fresno County, California",06,019,CA
27.8,"Glenn County, California",06,021,CA
36.6,"Humboldt County, California",06,023,CA
31.2,"Imperial County, California",06,025,CA
22.5,"Inyo County, California",06,027,CA
33.2,"Kern County, California",06,029,CA
29.8,"Kings County, California",06,031,CA
33.6,"Lake County, California",06,033,CA
26.8,"Lassen County, California",06,035,CA
33.9,"Los Angeles County, California",06,037,CA
32.3,"Madera County, California",06,039,CA
32.9,"Marin County, California",06,041,CA
29.5,"Mariposa County, California",06,043,CA
32.8,"Mendocino County, California",06,045,CA
30.0,"Merced County, California",06,047,CA
33.3,"Modoc County, California",06,049,CA
26.6,"Mono County, California",06,051,CA
32.7,"Monterey County, California",06,053,CA
31.6,"Napa County, California",06,055,CA
35.4,"Nevada County, California",06,057,CA
33.2,"Orange County, California",06,059,CA
33.2,"Placer County, California",06,061,CA
24.8,"Plumas County, California",06,063,CA
34.1,"Riverside County, California",06,065,CA
32.7,"Sacramento County, California",06,067,CA
29.9,"San Benito County, California",06,069,CA
34.2,"San Bernardino County, California",06,071,CA
33.7,"San Diego County, California",06,073,CA
24.4,"San Francisco County, California",06,075,CA
31.3,"San Joaquin County, California",06,077,CA
33.8,"San Luis Obispo County, California",06,079,CA
29.4,"San Mateo County, California",06,081,CA
33.7,"Santa Barbara County, California",06,083,CA
27.6,"Santa Clara County, California",06,085,CA
30.8,"Santa Cruz County, California",06,087,CA
30.5,"Shasta County, California",06,089,CA
28.1,"Sierra County, California",06,091,CA
34.8,"Siskiyou County, California",06,093,CA
33.3,"Solano County, California",06,095,CA
32.0,"Sonoma County, California",06,097,CA
31.4,"Stanislaus County, California",06,099,CA
31.4,"Sutter County, California",06,101,CA
31.8,"Tehama County, California",06,103,CA
23.8,"Trinity County, California",06,105,CA
29.9,"Tulare County, California",06,107,CA
34.7,"Tuolumne County, California",06,109,CA
34.4,"Ventura County, California",06,111,CA
33.9,"Yolo County, California",06,113,CA
31.1,"Yuba County, California",06,115,CA
33.0,"Adams County, Colorado",08,001,CO
28.1,"Alamosa County, Colorado",08,003,CO
32.5,"Arapahoe County, Colorado",08,005,CO
28.5,"Archuleta County, Colorado",08,007,CO
21.5,"Baca County, Colorado",08,009,CO
31.6,"Bent County, Colorado",08,011,CO
34.8,"Boulder County, Colorado",08,013,CO
28.2,"Broomfield County, Colorado",08,014,CO
30.2,"Chaffee County, Colorado",08,015,CO
20.0,"Cheyenne County, Colorado",08,017,CO
32.6,"Clear Creek County, Colorado",08,019,CO
27.8,"Conejos County, Colorado",08,021,CO
40.2,"Costilla County, Colorado",08,023,CO
36.3,"Crowley County, Colorado",08,025,CO
26.6,"Custer County, Colorado",08,027,CO
32.4,"Delta County, Colorado",08,029,CO
29.0,"Denver County, Colorado",08,031,CO
16.8,"Dolores County, Colorado",08,033,CO
30.1,"Douglas County, Colorado",08,035,CO
36.6,"Eagle County, Colorado",08,037,CO
29.2,"Elbert County, Colorado",08,039,CO
31.7,"El Paso County, Colorado",08,041,CO
26.4,"Fremont County, Colorado",08,043,CO
30.3,"Garfield County, Colorado",08,045,CO
40.7,"Gilpin County, Colorado",08,047,CO
31.2,"Grand County, Colorado",08,049,CO
31.1,"Gunnison County, Colorado",08,051,CO
23.8,"Hinsdale County, Colorado",08,053,CO
29.2,"Huerfano County, Colorado",08,055,CO
29.7,"Jackson County, Colorado",08,057,CO
31.4,"Jefferson County, Colorado",08,059,CO
24.2,"Kiowa County, Colorado",08,061,CO
28.0,"Kit Carson County, Colorado",08,063,CO
33.0,"Lake County, Colorado",08,065,CO
30.9,"La Plata County, Colorado",08,067,CO
32.4,"Larimer County, Colorado",08,069,CO
30.7,"Las Animas County, Colorado",08,071,CO
26.1,"Lincoln County, Colorado",08,073,CO
27.6,"Logan County, Colorado",08,075,CO
29.6,"Mesa County, Colorado",08,077,CO
31.8,"Mineral County, Colorado",08,079,CO
24.7,"Moffat County, Colorado",08,081,CO
32.3,"Montezuma County, Colorado",08,083,CO
29.9,"Montrose County, Colorado",08,085,CO
27.0,"Morgan County, Colorado",08,087,CO
29.7,"Otero County, Colorado",08,089,CO
27.2,"Ouray County, Colorado",08,091,CO
29.0,"Park County, Colorado",08,093,CO
26.8,"Phillips County, Colorado",08,095,CO
29.8,"Pitkin County, Colorado",08,097,CO
32.4,"Prowers County, Colorado",08,099,CO
31.6,"Pueblo County, Colorado",08,101,CO
27.0,"Rio Blanco County, Colorado",08,103,CO
25.5,"Rio Grande County, Colorado",08,105,CO
31.3,"Routt County, Colorado",08,107,CO
27.4,"Saguache County, Colorado",08,109,CO
22.1,"San Juan County, Colorado",08,111,CO
26.2,"San Miguel County, Colorado",08,113,CO
35.8,"Sedgwick County, Colorado",08,115,CO
26.2,"Summit County, Colorado",08,117,CO
32.8,"Teller County, Colorado",08,119,CO
20.7,"Washington County, Colorado",08,121,CO
33.1,"Weld County, Colorado",08,123,CO
24.6,"Yuma County, Colorado",08,125,CO
29.9,"Capitol Planning Region, Connecticut",09,110,CT
34.9,"Greater Bridgeport Planning Region, Connecticut",09,120,CT
30.5,"Lower Connecticut River Valley Planning Region, Connecticut",09,130,CT
31.4,"Naugatuck Valley Planning Region, Connecticut",09,140,CT
27.5,"Northeastern Connecticut Planning Region, Connecticut",09,150,CT
27.5,"Northwest Hills Planning Region, Connecticut",09,160,CT
31.6,"South Central Connecticut Planning Region, Connecticut",09,170,CT
29.9,"Southeastern Connecticut Planning Region, Connecticut",09,180,CT
30.7,"Western Connecticut Planning Region, Connecticut",09,190,CT
31.6,"Kent County, Delaware",10,001,DE
28.7,"New Castle County, Delaware",10,003,DE
31.8,"Sussex County, Delaware",10,005,DE
28.5,"District of Columbia, District of Columbia",11,001,DC
37.9,"Alachua County, Florida",12,001,FL
31.8,"Baker County, Florida",12,003,FL
32.8,"Bay County, Florida",12,005,FL
34.7,"Bradford County, Florida",12,007,FL
32.2,"Brevard County, Florida",12,009,FL
37.5,"Broward County, Florida",12,011,FL
33.3,"Calhoun County, Florida",12,013,FL
35.2,"Charlotte County, Florida",12,015,FL
33.0,"Citrus County, Florida",12,017,FL
29.9,"Clay County, Florida",12,019,FL
36.5,"Collier County, Florida",12,021,FL
29.3,"Columbia County, Florida",12,023,FL
30.5,"DeSoto County, Florida",12,027,FL
22.9,"Dixie County, Florida",12,029,FL
32.0,"Duval County, Florida",12,031,FL
31.1,"Escambia County, Florida",12,033,FL
35.8,"Flagler County, Florida",12,035,FL
30.5,"Franklin County, Florida",12,037,FL
31.0,"Gadsden County, Florida",12,039,FL
19.5,"Gilchrist County, Florida",12,041,FL
42.1,"Glades County, Florida",12,043,FL
40.3,"Gulf County, Florida",12,045,FL
30.8,"Hamilton County, Florida",12,047,FL
34.1,"Hardee County, Florida",12,049,FL
33.0,"Hendry County, Florida",12,051,FL
32.2,"Hernando County, Florida",12,053,FL
31.4,"Highlands County, Florida",12,055,FL
32.9,"Hillsborough County, Florida",12,057,FL
26.8,"Holmes County, Florida",12,059,FL
34.2,"Indian River County, Florida",12,061,FL
32.4,"Jackson County, Florida",12,063,FL
30.9,"Jefferson County, Florida",12,065,FL
19.9,"Lafayette County, Florida",12,067,FL
33.3,"Lake County, Florida",12,069,FL
34.4,"Lee County, Florida",12,071,FL
34.6,"Leon County, Florida",12,073,FL
29.4,"Levy County, Florida",12,075,FL
24.7,"Liberty County, Florida",12,077,FL
30.8,"Madison County, Florida",12,079,FL
34.4,"Manatee County, Florida",12,081,FL
31.5,"Marion County, Florida",12,083,FL
34.5,"Martin County, Florida",12,085,FL
37.5,"Miami-Dade County, Florida",12,086,FL
35.6,"Monroe County, Florida",12,087,FL
29.5,"Nassau County, Florida",12,089,FL
31.3,"Okaloosa County, Florida",12,091,FL
28.0,"Okeechobee County, Florida",12,093,FL
34.2,"Orange County, Florida",12,095,FL
37.7,"Osceola County, Florida",12,097,FL
36.0,"Palm Beach County, Florida",12,099,FL
32.3,"Pasco County, Florida",12,101,FL
34.1,"Pinellas County, Florida",12,103,FL
32.1,"Polk County, Florida",12,105,FL
31.0,"Putnam County, Florida",12,107,FL
34.1,"St. Johns County, Florida",12,109,FL
34.8,"St. Lucie County, Florida",12,111,FL
27.5,"Santa Rosa County, Florida",12,113,FL
33.5,"Sarasota County, Florida",12,115,FL
33.8,"Seminole County, Florida",12,117,FL
36.2,"Sumter County, Florida",12,119,FL
19.4,"Suwannee County, Florida",12,121,FL
33.7,"Taylor County, Florida",12,123,FL
24.7,"Union County, Florida",12,125,FL
33.8,"Volusia County, Florida",12,127,FL
29.7,"Wakulla County, Florida",12,129,FL
32.3,"Walton County, Florida",12,131,FL
32.3,"Washington County, Florida",12,133,FL
28.8,"Appling County, Georgia",13,001,GA
28.7,"Atkinson County, Georgia",13,003,GA
32.8,"Bacon County, Georgia",13,005,GA
21.3,"Baker County, Georgia",13,007,GA
33.2,"Baldwin County, Georgia",13,009,GA
24.8,"Banks County, Georgia",13,011,GA
29.8,"Barrow County, Georgia",13,013,GA
26.8,"Bartow County, Georgia",13,015,GA
23.8,"Ben Hill County, Georgia",13,017,GA
27.5,"Berrien County, Georgia",13,019,GA
34.7,"Bibb County, Georgia",13,021,GA
34.0,"Bleckley County, Georgia",13,023,GA
24.2,"Brantley County, Georgia",13,025,GA
36.1,"Brooks County, Georgia",13,027,GA
29.8,"Bryan County, Georgia",13,029,GA
28.7,"Bulloch County, Georgia",13,031,GA
31.4,"Burke County, Georgia",13,033,GA
30.0,"Butts County, Georgia",13,035,GA
27.8,"Calhoun County, Georgia",13,037,GA
32.8,"Camden County, Georgia",13,039,GA
26.1,"Candler County, Georgia",13,043,GA
31.8,"Carroll County, Georgia",13,045,GA
27.4,"Catoosa County, Georgia",13,047,GA
32.0,"Charlton County, Georgia",13,049,GA
30.8,"Chatham County, Georgia",13,051,GA
24.8,"Chattahoochee County, Georgia",13,053,GA
29.6,"Chattooga County, Georgia",13,055,GA
32.8,"Cherokee County, Georgia",13,057,GA
36.3,"Clarke County, Georgia",13,059,GA
29.2,"Clay County, Georgia",13,061,GA
33.9,"Clayton County, Georgia",13,063,GA
20.5,"Clinch County, Georgia",13,065,GA
29.7,"Cobb County, Georgia",13,067,GA
24.6,"Coffee County, Georgia",13,069,GA
28.2,"Colquitt County, Georgia",13,071,GA
27.6,"Columbia County, Georgia",13,073,GA
35.5,"Cook County, Georgia",13,075,GA
32.6,"Coweta County, Georgia",13,077,GA
23.5,"Crawford County, Georgia",13,079,GA
35.8,"Crisp County, Georgia",13,081,GA
22.3,"Dade County, Georgia",13,083,GA
31.3,"Dawson County, Georgia",13,085,GA
27.6,"Decatur County, Georgia",13,087,GA
34.1,"DeKalb County, Georgia",13,089,GA
26.8,"Dodge County, Georgia",13,091,GA
19.8,"Dooly County, Georgia",13,093,GA
31.8,"Dougherty County, Georgia",13,095,GA
29.6,"Douglas County, Georgia",13,097,GA
29.1,"Early County, Georgia",13,099,GA
27.1,"Echols County, Georgia",13,101,GA
23.0,"Effingham County, Georgia",13,103,GA
27.5,"Elbert County, Georgia",13,105,GA
23.1,"Emanuel County, Georgia",13,107,GA
23.8,"Evans County, Georgia",13,109,GA
28.5,"Fannin County, Georgia",13,111,GA
32.8,"Fayette County, Georgia",13,113,GA
30.1,"Floyd County, Georgia",13,115,GA
27.5,"Forsyth County, Georgia",13,117,GA
25.4,"Franklin County, Georgia",13,119,GA
30.1,"Fulton County, Georgia",13,121,GA
26.2,"Gilmer County, Georgia",13,123,GA
18.6,"Glascock County, Georgia",13,125,GA
27.8,"Glynn County, Georgia",13,127,GA
28.4,"Gordon County, Georgia",13,129,GA
28.5,"Grady County, Georgia",13,131,GA
22.3,"Greene County, Georgia",13,133,GA
34.6,"Gwinnett County, Georgia",13,135,GA
27.4,"Habersham County, Georgia",13,137,GA
30.5,"Hall County, Georgia",13,139,GA
51.0,"Hancock County, Georgia",13,141,GA
24.4,"Haralson County, Georgia",13,143,GA
24.0,"Harris County, Georgia",13,145,GA
26.8,"Hart County, Georgia",13,147,GA
25.0,"Heard County, Georgia",13,149,GA
30.6,"Henry County, Georgia",13,151,GA
28.5,"Houston County, Georgia",13,153,GA
23.9,"Irwin County, Georgia",13,155,GA
25.8,"Jackson County, Georgia",13,157,GA
24.8,"Jasper County, Georgia",13,159,GA
25.5,"Jeff Davis County, Georgia",13,161,GA
24.2,"Jefferson County, Georgia",13,163,GA
22.6,"Jenkins County, Georgia",13,165,GA
30.1,"Johnson County, Georgia",13,167,GA
29.4,"Jones County, Georgia",13,169,GA
25.2,"Lamar County, Georgia",13,171,GA
30.9,"Lanier County, Georgia",13,173,GA
28.6,"Laurens County, Georgia",13,175,GA
23.8,"Lee County, Georgia",13,177,GA
29.4,"Liberty County, Georgia",13,179,GA
31.2,"Lincoln County, Georgia",13,181,GA
30.8,"Long County, Georgia",13,183,GA
31.3,"Lowndes County, Georgia",13,185,GA
36.6,"Lumpkin County, Georgia",13,187,GA
30.0,"McDuffie County, Georgia",13,189,GA
32.5,"McIntosh County, Georgia",13,191,GA
29.4,"Macon County, Georgia",13,193,GA
31.6,"Madison County, Georgia",13,195,GA
24.3,"Marion County, Georgia",13,197,GA
29.2,"Meriwether County, Georgia",13,199,GA
26.9,"Miller County, Georgia",13,201,GA
31.7,"Mitchell County, Georgia",13,205,GA
24.6,"Monroe County, Georgia",13,207,GA
30.4,"Montgomery County, Georgia",13,209,GA
19.2,"Morgan County, Georgia",13,211,GA
23.0,"Murray County, Georgia",13,213,GA
29.5,"Muscogee County, Georgia",13,215,GA
34.7,"Newton County, Georgia",13,217,GA
21.9,"Oconee County, Georgia",13,219,GA
30.6,"Oglethorpe County, Georgia",13,221,GA
27.2,"Paulding County, Georgia",13,223,GA
29.6,"Peach County, Georgia",13,225,GA
29.9,"Pickens County, Georgia",13,227,GA
28.2,"Pierce County, Georgia",13,229,GA
26.3,"Pike County, Georgia",13,231,GA
31.1,"Polk County, Georgia",13,233,GA
35.3,"Pulaski County, Georgia",13,235,GA
33.0,"Putnam County, Georgia",13,237,GA
17.3,"Quitman County, Georgia",13,239,GA
26.8,"Rabun County, Georgia",13,241,GA
33.6,"Randolph County, Georgia",13,243,GA
33.6,"Richmond County, Georgia",13,245,GA
34.2,"Rockdale County, Georgia",13,247,GA
29.6,"Schley County, Georgia",13,249,GA
23.0,"Screven County, Georgia",13,251,GA
25.6,"Seminole County, Georgia",13,253,GA
30.9,"Spalding County, Georgia",13,255,GA
26.9,"Stephens County, Georgia",13,257,GA
26.7,"Stewart County, Georgia",13,259,GA
29.6,"Sumter County, Georgia",13,261,GA
36.0,"Talbot County, Georgia",13,263,GA
24.1,"Taliaferro County, Georgia",13,265,GA
23.3,"Tattnall County, Georgia",13,267,GA
35.8,"Taylor County, Georgia",13,269,GA
40.5,"Telfair County, Georgia",13,271,GA
29.7,"Terrell County, Georgia",13,273,GA
28.8,"Thomas County, Georgia",13,275,GA
27.3,"Tift County, Georgia",13,277,GA
23.9,"Toombs County, Georgia",13,279,GA
28.8,"Towns County, Georgia",13,281,GA
25.4,"Treutlen County, Georgia",13,283,GA
33.9,"Troup County, Georgia",13,285,GA
24.5,"Turner County, Georgia",13,287,GA
25.7,"Twiggs County, Georgia",13,289,GA
24.9,"Union County, Georgia",13,291,GA
31.2,"Upson County, Georgia",13,293,GA
29.2,"Walker County, Georgia",13,295,GA
32.5,"Walton County, Georgia",13,297,GA
32.4,"Ware County, Georgia",13,299,GA
31.3,"Warren County, Georgia",13,301,GA
32.1,"Washington County, Georgia",13,303,GA
24.2,"Wayne County, Georgia",13,305,GA
15.0,"Webster County, Georgia",13,307,GA
25.8,"Wheeler County, Georgia",13,309,GA
26.1,"White County, Georgia",13,311,GA
26.7,"Whitfield County, Georgia",13,313,GA
28.6,"Wilcox County, Georgia",13,315,GA
21.5,"Wilkes County, Georgia",13,317,GA
26.7,"Wilkinson County, Georgia",13,319,GA
29.6,"Worth County, Georgia",13,321,GA
30.2,"Hawaii County, Hawaii",15,001,HI
33.7,"Honolulu County, Hawaii",15,003,HI
25.0,"Kalawao County, Hawaii",15,005,HI
29.9,"Kauai County, Hawaii",15,007,HI
32.6,"Maui County, Hawaii",15,009,HI
28.8,"Ada County, Idaho",16,001,ID
27.9,"Adams County, Idaho",16,003,ID
28.5,"Bannock County, Idaho",16,005,ID
30.9,"Bear Lake County, Idaho",16,007,ID
27.5,"Benewah County, Idaho",16,009,ID
26.3,"Bingham County, Idaho",16,011,ID
26.7,"Blaine County, Idaho",16,013,ID
25.2,"Boise County, Idaho",16,015,ID
27.5,"Bonner County, Idaho",16,017,ID
26.9,"Bonneville County, Idaho",16,019,ID
27.5,"Boundary County, Idaho",16,021,ID
14.7,"Butte County, Idaho",16,023,ID
33.3,"Camas County, Idaho",16,025,ID
29.1,"Canyon County, Idaho",16,027,ID
26.4,"Caribou County, Idaho",16,029,ID
26.6,"Cassia County, Idaho",16,031,ID
30.6,"Clark County, Idaho",16,033,ID
29.1,"Clearwater County, Idaho",16,035,ID
27.0,"Custer County, Idaho",16,037,ID
26.9,"Elmore County, Idaho",16,039,ID
22.3,"Franklin County, Idaho",16,041,ID
23.8,"Fremont County, Idaho",16,043,ID
24.8,"Gem County, Idaho",16,045,ID
27.6,"Gooding County, Idaho",16,047,ID
27.0,"Idaho County, Idaho",16,049,ID
23.9,"Jefferson County, Idaho",16,051,ID
22.9,"Jerome County, Idaho",16,053,ID
30.4,"Kootenai County, Idaho",16,055,ID
29.7,"Latah County, Idaho",16,057,ID
35.4,"Lemhi County, Idaho",16,059,ID
24.8,"Lewis County, Idaho",16,061,ID
23.7,"Lincoln County, Idaho",16,063,ID
30.5,"Madison County, Idaho",16,065,ID
25.1,"Minidoka County, Idaho",16,067,ID
29.3,"Nez Perce County, Idaho",16,069,ID
24.3,"Oneida County, Idaho",16,071,ID
23.3,"Owyhee County, Idaho",16,073,ID
24.9,"Payette County, Idaho",16,075,ID
17.0,"Power County, Idaho",16,077,ID
26.6,"Shoshone County, Idaho",16,079,ID
29.3,"Teton County, Idaho",16,081,ID
29.3,"Twin Falls County, Idaho",16,083,ID
27.5,"Valley County, Idaho",16,085,ID
29.5,"Washington County, Idaho",16,087,ID
26.3,"Adams County, Illinois",17,001,IL
25.0,"Alexander County, Illinois",17,003,IL
21.6,"Bond County, Illinois",17,005,IL
28.6,"Boone County, Illinois",17,007,IL
24.4,"Brown County, Illinois",17,009,IL
